movieId,title,genres,description,image,year
7369,Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,https://m.media-amazon.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_.jpg,2004
7371,Dogville,Drama|Mystery|Thriller,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",https://m.media-amazon.com/images/M/MV5BMTkwNTg2MTI1NF5BMl5BanBnXkFtZTcwMDM1MzUyMQ@@._V1_.jpg,2003
7372,Ned Kelly,Drama,An innocent man becomes one of the most wanted criminals the world has ever known.,https://m.media-amazon.com/images/M/MV5BYmVjYzRkYjItODlmZS00OTEzLTliZjItYjMwOGRmMzhmY2RmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,2003
7373,Hellboy,Action|Adventure|Fantasy|Horror,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",https://m.media-amazon.com/images/M/MV5BNTc1ZWY0ZTEtZTVmNi00MTg0LTg4NmQtZTI4OWNiMmQ0MWZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,2004
7375,"Prince & Me, The",Comedy|Romance,"At college Paige meets Eddie, a student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and h... Read all",https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2004
7376,Walking Tall,Action,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_.jpg,2004
7377,"United States of Leland, The",Crime|Drama,A young man's experience in a juvenile detention center that touches on the tumultuous changes that befall his family and the community in which he lives.,https://m.media-amazon.com/images/M/MV5BOWY0ZWQwZTUtOTE1Zi00MTAxLWJmY2QtMWI4NDQ2OTk3NmQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2003
7379,The Alamo,Drama|War|Western,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.",https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_.jpg,2004
7380,Ella Enchanted,Comedy|Fantasy|Romance,"Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.",https://m.media-amazon.com/images/M/MV5BZGI1MjMzMWEtZDc3Ni00Y2RiLTllOGQtMTVlZjRkOGE3MGNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2004
7381,"Whole Ten Yards, The",Action|Comedy|Crime,"Jimmy the Tulip's quiet new life is shaken up by his old pal Oz, whose wife has been kidnapped by a Hungarian mob. The Tulip and his wife Jill spring into action.",https://m.media-amazon.com/images/M/MV5BMTcwMDE5NDcwNl5BMl5BanBnXkFtZTcwMjg1MzUyMQ@@._V1_.jpg,2004
7382,I'm Not Scared (Io non ho paura),Drama|Mystery|Thriller,"A young boy accidentally discovers a deep hole in the ground, where another boy is kept prisoner.",https://m.media-amazon.com/images/M/MV5BYTI5ZjcwZDItYTc5ZC00NWMzLWJiMDctNTlhYjBiZTJmNjE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,2003
7386,"Ten Commandments, The",Adventure|Drama,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,1956
7387,Dawn of the Dead,Action|Drama|Horror,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",https://m.media-amazon.com/images/M/MV5BMzc1YTIyNjctYzhlNy00ZmYzLWI2ZWQtMzk4MmQwYzA0NGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1978
7390,Prey for Rock & Roll,Drama|Musical,"Prey For Rock & Roll is the story of Jacki and her all-girl rock and roll band, Clam Dandy, who are trying to make it in the LA club scene of the late 1980s. After ten years of being ignored... Read all",https://m.media-amazon.com/images/M/MV5BMTY2MDI1MDE2MF5BMl5BanBnXkFtZTYwNDA3OTQ3._V1_.jpg,2003
7394,Those Magnificent Men in Their Flying Machines,Action|Adventure|Comedy,"Hoping to push Britain to the forefront of aviation, a London publisher organizes an international air race across the English Channel, but must contend with two entrants vying for his daugh... Read all",https://m.media-amazon.com/images/M/MV5BOTdlMjk5NjQtMmNiNi00OTE3LTg3MjAtNmQ1MzQ3ZDY2ZTU1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,1965
7395,Cheaper by the Dozen,Comedy|Drama,"Myrna Loy plays the wife of the persnickety father of her 12 children, Clifton Webb, who has uniquely humorous methods for dealing with the ordeals such an unwieldy family undoubtedly encoun... Read all",https://m.media-amazon.com/images/M/MV5BYzhkNDFkYjktM2IyMS00YjVhLWExYjUtMTE3YjY1NDEyOTAyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,1950
7396,Scenes From a Marriage (Scener ur ett äktenskap),Drama,Ten years within the marriage of Marianne and Johan.,https://m.media-amazon.com/images/M/MV5BZDgzY2VlM2ItZTVjYS00ZmIxLTlmYWEtMzQzNGZkYTk2MDY3XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_.jpg,1973
7411,Munchies,Comedy|Horror,"A scientist discovers a strange little creature in a cave. The ""munchie"" is obviously of extraterrestrial origin, but what he doesn't know is the danger it represents.",https://m.media-amazon.com/images/M/MV5BYzQ4ZDlkMzItOTRkZS00M2YwLWIyMDItMzg4NGY2N2ZkODdhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg,1987
7414,Going in Style,Comedy|Drama,Three friends living on the dole decide to rob a bank.,https://m.media-amazon.com/images/M/MV5BMmZmY2E1MzYtOWViOS00MWJjLWE2OTUtMDFlNjQ1ZjY0MzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,1979
7419,After Hours,Comedy|Thriller,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.,https://m.media-amazon.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1_.jpg,1985
7438,Kill Bill: Vol. 2,Action|Drama|Thriller,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,2004
7439,"Punisher, The",Action|Crime|Thriller,An undercover FBI agent becomes a vigilante and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,https://m.media-amazon.com/images/M/MV5BMjI5NjcwMTQxMV5BMl5BanBnXkFtZTcwODg5ODkwNQ@@._V1_.jpg,2004
7440,Paper Clips,Documentary,"As a part of their study of the Holocaust, the children of the Whitwell, TN Middle School try to collect 6 million paper clips representing the 6 million Jews killed by the Nazis, and grows ... Read all",https://m.media-amazon.com/images/M/MV5BNzZkYmJkM2YtZTllZi00OTQ3LTlkZGMtMWEyMDNhNzkzMzhjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,2004
7443,This So-Called Disaster,Documentary,"Director Michael Almereyda's documentary on the weeks just prior to Sam Shepard's stage production of his play ""The Late Henry Moss.""",https://m.media-amazon.com/images/M/MV5BMTI4NDU0NTgxMl5BMl5BanBnXkFtZTcwOTg2MjcyMQ@@._V1_.jpg,2003
7444,13 Going on 30,Comedy|Fantasy|Romance,"Unpopular schoolgirl Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman.",https://m.media-amazon.com/images/M/MV5BMjE1NzI5NTkwMF5BMl5BanBnXkFtZTYwOTA4NzY2._V1_.jpg,2004
7445,Man on Fire,Action|Crime|Drama|Mystery|Thriller,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,2004
7448,Envy,Comedy,A man becomes increasingly jealous of his friend's newfound success.,https://m.media-amazon.com/images/M/MV5BNTA5OTcyZmEtODUxZS00MWRhLTkxODItYmNmNGMwZDg3ZTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2004
7449,Godsend,Drama|Horror|Thriller,"A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor, but bizarre things start to happen several years after his rebirth.",https://m.media-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_.jpg,2004
7450,Laws of Attraction,Comedy|Romance,"Amidst a sea of litigation, two New York City divorce lawyers find love.",https://m.media-amazon.com/images/M/MV5BMjEzODg4MjM1NF5BMl5BanBnXkFtZTYwNzQzNTI3._V1_.jpg,2004
7451,Mean Girls,Comedy,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://m.media-amazon.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_.jpg,2004
7454,Van Helsing,Action|Adventure|Fantasy|Horror,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",https://m.media-amazon.com/images/M/MV5BODRmY2NhNDItOWViNi00OTIyLTk3YjYtYzY0YTFlMDg1YzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2004
7455,"Mudge Boy, The",Drama,"The film follows the story of Duncan, a fourteen-year-old misfit farm boy trying to fill the void and alleviate the numbness left by his mother's passing. Unable to let her go quite yet, Dun... Read all",https://m.media-amazon.com/images/M/MV5BYjljMDE0ZWMtMjA2NC00NWUyLWEzZjktOTIwM2E2MDE3ZjFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2003
7457,Breakin' All the Rules,Comedy|Romance,"Inspired by his fiancée (who dumped him), a man publishes a break-up hand-book for men, becoming a best-selling author in the process.",https://m.media-amazon.com/images/M/MV5BMTg5MjA2OTU4MV5BMl5BanBnXkFtZTYwMjI4NDY3._V1_.jpg,2004
7458,Troy,Action|Adventure|Drama|War,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_.jpg,2004
7459,Carandiru,Crime|Drama,"Stories of crime, revenge, love, and friendship at the Carandiru Penitentiary, the largest prison in Latin America.",https://m.media-amazon.com/images/M/MV5BMmQzY2RmYzMtYzRiOS00ZTMzLTgxMGYtZjRkNzAzYjA2MmVkXkEyXkFqcGdeQXVyNDc2MTA2NDg@._V1_.jpg,2003
7460,Coffee and Cigarettes,Comedy|Drama,A series of vignettes that all have coffee and cigarettes in common.,https://m.media-amazon.com/images/M/MV5BNDg4MmFiNDAtYWIyYi00Mjg5LWFjMzYtYzc1YTcyODBiNTNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,2003
7477,Eye See You (D-Tox),Horror|Thriller,A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.,https://m.media-amazon.com/images/M/MV5BODEzNWMxMzktOTFlYy00NmQ3LWFkODctYzliMmZlOWVmMjJjXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,2002
7479,Watch on the Rhine,Drama,"A German-born engineer, his American wife and their children travel from Mexico to the United States to visit her family, but a Romanian count complicates their plans.",https://m.media-amazon.com/images/M/MV5BM2ZmMDhjNmQtN2MxNy00MTdmLTg4MTEtZTVkMTFmZDg0NTNlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,1943
7481,Enemy Mine,Adventure|Drama|Sci-Fi,"During a long space war, the lives of two wounded enemies become dependent on their ability to forgive and to trust.",https://m.media-amazon.com/images/M/MV5BZjRhMDI3YTEtZjNhNC00OGQwLWE1M2EtODVkNmIxZWQwYjIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1985
7482,Enter the Dragon,Action|Crime,A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.,https://m.media-amazon.com/images/M/MV5BNGZiMTkyNzQtMDdmZi00ZDNkLWE4YTAtZGNlNTIzYzQyMGM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,1973
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),Drama|Romance,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,https://m.media-amazon.com/images/M/MV5BMWQxNjY2MjItZjEwYS00OGJhLTg1ODctZGM4NzM3ODU2ZTFiXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_.jpg,1997
7487,Henry & June,Drama,"Anaïs Nin meets American writer Henry Miller in Paris in 1931. She keeps a diary of her sexual awakening, which includes Henry and his wife June.",https://m.media-amazon.com/images/M/MV5BNDUzNzQ1OTI3Ml5BMl5BanBnXkFtZTgwMjY5Mzk4NjE@._V1_.jpg,1990
7492,Martin,Drama|Horror,"A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a Pennsylvania small town where he tries to redeem his blood-craving urges.",https://m.media-amazon.com/images/M/MV5BNGE5ZGQ4MTUtYjFkMC00YzJkLWExODItOGIzYzMxZWFkN2Y3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,1977
7493,"Three Faces of Eve, The",Drama,A doctor treats a woman suffering from Multiple Personality Disorder.,https://m.media-amazon.com/images/M/MV5BZTAzMjE5YmItN2NjOS00MmEwLWJmMmYtZTYzNmRhYWYxZTE2XkEyXkFqcGdeQXVyNTg4MDc2NTQ@._V1_.jpg,1957
7541,100 Girls,Comedy|Romance,"Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he fi... Read all",https://m.media-amazon.com/images/M/MV5BMTA0MjA5MjM3NDFeQTJeQWpwZ15BbWU4MDMxODU4ODkx._V1_.jpg,2000
7560,Fail-Safe,Drama|Thriller|War,A technical malfunction sends American planes to Moscow to deliver a nuclear attack. Can all-out war be averted?,https://m.media-amazon.com/images/M/MV5BZTA3NTg5ZmItNDhiMy00MmM0LWE5YTktMzllZmRiODU4OWZhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,1964
7561,Paperhouse,Fantasy|Horror|Thriller,"A young girl lost in the loneliness and boredom of reality finds solace in an ill boy, whom she can visit in a surreal dream world that she drew in her school composition book.",https://m.media-amazon.com/images/M/MV5BZjRhOWFiNzgtN2Q3OC00ZjdkLWI5Y2EtYTgwMjZlZTExMTYyXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_.jpg,1988
7562,Dobermann,Action|Crime,"Dobermann is the world's most ruthless bank robber and with his gang rob bank after bank, now in Paris. What can the police do but to let the mad, morally bankrupt police commissioner loose ... Read all",https://m.media-amazon.com/images/M/MV5BYzYzN2ZkOTItZDk3Yy00NjMzLWI2MzctMzUwNzg3NmYwOWMwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,1997
7564,Kwaidan (Kaidan),Horror,A collection of four Japanese folk tales with supernatural themes.,https://m.media-amazon.com/images/M/MV5BZmM1ZmRkMjItZjc3Ny00ZWQzLWFhYmUtMWE0Y2QwOWY0MTMxXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_.jpg,1964
7566,28 Up,Documentary,This eye-opening episode uncovers human nature and the desire to survive and succeed in all its heart-breaking glory.,https://m.media-amazon.com/images/M/MV5BYTk0MWVkOGQtOTZjMi00ZjBjLTk2ODAtZTgxZTFhNGEwZDdiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,1985
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States.",https://m.media-amazon.com/images/M/MV5BNDMzZmIyZWEtYWZlNi00NjNiLWFhMGEtNGNmMjgwYWFiMjUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1967
7570,Octopussy,Action|Adventure|Thriller,"A fake Fabergé egg recovered from the body of a fellow agent leads James Bond to uncover a jewel smuggling operation led by the mysterious Octopussy, and a plot to blow up a NATO air base.",https://m.media-amazon.com/images/M/MV5BMGRiMDAwNWYtYmQzNS00NjEyLWE1NjQtNDg5ZTJlMmRmMjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1983
7572,Wit,Drama,A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.,https://m.media-amazon.com/images/M/MV5BYWUxNWFiOTctYzJlYi00YjQyLWFhMmItZThjZjIwZGQxMjVkXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,2001
7573,Never Say Never Again,Action|Adventure|Thriller,"A S.P.E.C.T.R.E. agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.",https://m.media-amazon.com/images/M/MV5BMTM1NjgzMDkwOF5BMl5BanBnXkFtZTcwMzM4NzI0NA@@._V1_.jpg,1983
7579,Pride and Prejudice,Comedy|Drama|Romance,"The arrival of wealthy bachelors in town causes an uproar when families with single daughters aggressively seek engagements, including the Bennet family, with five eligible daughters.",https://m.media-amazon.com/images/M/MV5BZjhmMjM3OGItOWEzOS00OTgyLWFkMTMtNjI0ZGU4NGIxYzJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,1940
7581,"Fountainhead, The",Drama,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",https://m.media-amazon.com/images/M/MV5BMTczMzYxNTM5NF5BMl5BanBnXkFtZTgwNzE4MzgxMTE@._V1_.jpg,1949
7584,Woman of the Year,Comedy|Romance,"Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.",https://m.media-amazon.com/images/M/MV5BNGQ2Njk4OTAtZjg3OC00ZDIyLTgyNGMtYjMzNDIzZWZiMGM2XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg,1942
7587,"Samouraï, Le (Godson, The)",Crime|Drama|Thriller,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,https://m.media-amazon.com/images/M/MV5BODJlZjg1NmQtNGE4MS00YTNiLWEzN2ItYTZiYjJmZTBiMWI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1967
7614,Oklahoma!,Musical|Romance|Western,"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",https://m.media-amazon.com/images/M/MV5BNTJjMjY5YzMtZGUzNS00NDgzLTllZjctZjgyNjJmZmFhYzVlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,1955
7615,Desert Hearts,Drama,"While waiting for her divorce papers, a repressed professor of literature is unexpectedly seduced by a carefree, spirited young lesbian.",https://m.media-amazon.com/images/M/MV5BNWQ0YmE5NDktNmZhMi00MjM0LTgyMWItYTExYjEzNDdkMWJhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg,1985
7616,Body Double,Mystery|Thriller,A young actor's obsession with spying on a beautiful woman who lives nearby leads to a baffling series of events with drastic consequences.,https://m.media-amazon.com/images/M/MV5BOTBmM2ViMTAtZmUwMi00YjY2LWE0NGQtZGVlMDk4ZTZhZGM4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1984
7618,Chaplin,Drama,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention... Read all",https://m.media-amazon.com/images/M/MV5BZGQ3ZjI3NjgtMjU4OS00OTBiLWE4YmUtYWY4ZTljNTlkNGNjXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,1992
7619,"Miracle Worker, The",Drama,The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.,https://m.media-amazon.com/images/M/MV5BMTQzODc4MTE1MF5BMl5BanBnXkFtZTcwMjYyODI1NA@@._V1_.jpg,1962
7620,Monster in a Box,Comedy|Drama,"This is the story of Spalding Gray and his attempt to write a novel. It is a first person account about writing and living, and dealing with success while trying to be successful.",https://m.media-amazon.com/images/M/MV5BYThjMWQwY2QtYmRiMi00MjJiLWI2ODMtZDk5MmZjYTAxYTY3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,1992
7624,School Ties,Drama,"In 1959, a star quarterback from a working-class family is given an opportunity to attend an elite New England preparatory school, but he is conflicted about whether or not to tell his Evang... Read all",https://m.media-amazon.com/images/M/MV5BZTJkMDFkYzgtMTFkYS00MDFhLTljNzEtNTAzN2Y2ZjBkYTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1992
7636,Raising Cain,Horror|Thriller,"The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his he... Read all",https://m.media-amazon.com/images/M/MV5BNjMzZjY3OTQtZjRjNi00YTIyLWFkMGQtZTFkYTg4ODk5YjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1992
7646,Rose Red,Horror|Mystery|Thriller,A college professor and a team of psychics investigate mysterious deaths and disappearances at an old abandoned mansion.,https://m.media-amazon.com/images/M/MV5BMzAwOTY0Y2UtOGRjYi00ZmE1LTk2MmUtYjQyYjA0Mzc4OTFkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,2002
7647,Noises Off...,Comedy,"A travelling theater group find so much action going on behind-the-scenes, they almost ruin the performances.",https://m.media-amazon.com/images/M/MV5BMmNjNjE3MzgtOGU1NS00ODVmLTg0NzctNDQ3ODczZjU3NDgzXkEyXkFqcGdeQXVyNzkwNTk1NDM@._V1_.jpg,1992
7649,Babylon 5: In the Beginning,Adventure|Sci-Fi,"Emperor Londo Mollari of the Centauri Republic tells the story of the Earth-Minbari War that almost destroyed humanity and later inspired its last best, hope for peace.",https://m.media-amazon.com/images/M/MV5BMmJjMjRhNTYtZTI2MC00NDYyLWEwMzUtNWMyMzBiOTcyZjA5XkEyXkFqcGdeQXVyMzYyMzU2OA@@._V1_.jpg,1998
7650,"Witchfinder General (Conquerer Worm, The)",Horror,A young soldier seeks to put an end to the evils caused by a vicious witch-hunter when the latter terrorizes his fiancée and kills her uncle.,https://m.media-amazon.com/images/M/MV5BMGQ3NDQ5YjEtMjQ4My00NDBiLTlhODYtY2E0MTk0NDQ0NjkxXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,1968
7657,Versus,Action|Comedy|Fantasy|Horror,There are 666 portals that connect this world to the other side. These are concealed from all human beings. Somewhere in Japan exists the 444th portal.... The forest of resurrection.,https://m.media-amazon.com/images/M/MV5BMGJkM2M2MmYtOTgzZi00MTkwLTgwN2UtZGYzMDdmYWEzMGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2000
7669,Pride and Prejudice,Drama|Romance,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",https://m.media-amazon.com/images/M/MV5BMDM0MjFlOGYtNTg2ZC00MmRkLTg5OTQtM2U5ZjUyYTgxZThiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,1995
7698,"China Syndrome, The",Drama|Thriller,A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.,https://m.media-amazon.com/images/M/MV5BMTY5YTdhODktMWUwMC00MDE1LWI1NmUtZWUyYzU3M2NiNWY2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,1979
7700,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",https://m.media-amazon.com/images/M/MV5BMzE2ODNiZGItNGJiZS00MzBkLTgzZDktN2NmZGE0ZWU3N2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI4Nzk0NjY@._V1_.jpg,1953
7701,Look Who's Talking Too,Comedy|Romance,"This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.",https://m.media-amazon.com/images/M/MV5BOTdkYjYzYTMtMWM5MS00ODBiLWEwODAtMmVjOWY4YjU2Y2MyXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,1990
7702,"Bells of St. Mary's, The",Drama,"At a big city Catholic school, Father O'Malley and Sister Benedict indulge in friendly rivalry, and succeed in extending the school through the gift of a building.",https://m.media-amazon.com/images/M/MV5BYWYyZjk5OGEtZTFhNS00OTg0LWJjNWEtYjlkOTQ1MjM1N2ZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,1945
7704,"Delta Force, The",Action,"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.",https://m.media-amazon.com/images/M/MV5BZmY5MWM3NGEtMWVhMy00ZWFlLTg3ODAtMmI3YzU5NjU4NTZjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1986
7705,Pat and Mike,Comedy|Romance,Pat is a women's sports sensation unless her fiancé is around. Her new shady manager Mike keeps them apart and develops feelings for her.,https://m.media-amazon.com/images/M/MV5BNjI3OTk1MzMtYTAzYy00ZjczLWEyYTgtZmYyNTlmNDJkMmRhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,1952
7706,Animal Crackers,Comedy|Musical,Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.,https://m.media-amazon.com/images/M/MV5BNWZhYzk5NTQtZmViYS00ZjZlLTk0M2MtNWI4NGY4MGJkNmZmXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg,1930
7707,"He Said, She Said",Comedy|Drama|Romance,"TV viewers love seeing the two reporters with opposing views on the show ""He Said, She Said"". Womanizer Dan and Lorie fall for each other. Love?",https://m.media-amazon.com/images/M/MV5BNDljZjg4ZjMtM2I5YS00N2Y4LTlhNWUtODRkZmUzMTkxNWU1XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg,1991
